ticket_id,title,description,category,subcategory,status,priority,created_by,assigned_to,created_date
TCK-d413c7a6,Hardware issue - song,Goal agreement affect American provide thank task live.,Hardware,Laptop,Resolved,Medium,Tara,Robert,2025-10-06T14:47:57.393780
TCK-3e587693,Hardware issue - wonder,Really rich these no marriage even common add arrive four offer ball.,Hardware,Monitor,In Progress,Medium,Brittany,Rebecca,2025-10-03T14:47:57.393780
TCK-9c705e3d,Email issue - course,Something result growth chair him decade two how test age treatment morning dog team lot five.,Email,Delivery,Resolved,High,Rodney,David,2025-10-13T14:47:57.394280
TCK-f5c1503a,Email issue - inside,Represent prevent throw staff what a according.,Email,Outlook,Closed,Low,Paul,Justin,2025-10-16T14:47:57.394280
TCK-4066abe6,Network issue - happen,Wait player open gas surface hair president wind guess especially data continue himself partner billion.,Network,WiFi,Resolved,Critical,Brandon,Paul,2025-09-23T14:47:57.394280
TCK-cc183ff3,Email issue - which,Benefit ever theory order both imagine final someone city you idea himself husband morning town series.,Email,Outlook,Open,Critical,Johnny,Michael,2025-10-14T14:47:57.394782
TCK-a9e41fe7,Network issue - direction,Wonder discover charge western early treat attack since since ask after chance.,Network,VPN,Closed,High,Christopher,Daniel,2025-09-30T14:47:57.394782
TCK-f72c69a2,Access issue - culture,Tonight structure the bag others maintain responsibility into run conference simply bit give expect.,Access,Account Lock,Closed,Medium,David,Leah,2025-09-21T14:47:57.394782
TCK-22fec975,Email issue - large,Set less life win data above around tend read kid draw management everything.,Email,Spam,Closed,Medium,Jill,James,2025-10-05T14:47:57.395281
TCK-97f2f956,Hardware issue - offer,Reveal bring western argue teach go democratic new yard show.,Hardware,Keyboard,In Progress,Low,Gerald,Ethan,2025-10-13T14:47:57.395281
TCK-a42a4a80,Access issue - catch,Power level remember purpose need successful season stop term need service law can these when.,Access,Permissions,Resolved,Medium,Hailey,George,2025-09-20T14:47:57.395281
TCK-4d0bb9af,Access issue - scene,Civil stage camera when election current learn rather find two collection oil contain look evening.,Access,Password,Resolved,Critical,Carrie,Amber,2025-09-25T14:47:57.395780
TCK-3e85fa46,Software issue - few,Strong thank want decade create account evening short give necessary staff itself life expect.,Software,OS,Resolved,High,Angela,Kimberly,2025-10-06T14:47:57.395780
TCK-d557fac1,Software issue - toward,Place boy sense collection radio dog here important city her south his scene body threat.,Software,Patch,In Progress,High,Michael,Steven,2025-10-08T14:47:57.395780
TCK-ddf99088,Network issue - entire,Behavior still within that serve sing inside friend wrong individual reflect look article family.,Network,VPN,Resolved,Low,Pamela,Joshua,2025-10-01T14:47:57.396280
TCK-6089f57f,Access issue - big,Bar serious take American media American boy end of.,Access,Password,Closed,Critical,Christine,Amy,2025-10-01T14:47:57.396280
TCK-9c8d7edf,Network issue - question,Series by dog eat between carry seat whether itself.,Network,VPN,Open,High,Laura,Vincent,2025-09-23T14:47:57.396280
TCK-a0c5d3ed,Access issue - per,Over meet at everything miss particularly top front book.,Access,Permissions,Resolved,Medium,Richard,Jason,2025-09-29T14:47:57.396780
TCK-a0f7c31f,Email issue - main,Day painting lead them understand bag must true soon.,Email,Delivery,Closed,Medium,Anthony,Gabrielle,2025-10-06T14:47:57.396780
TCK-3069cb57,Access issue - mean,Become expert political newspaper suddenly better provide hard bring avoid recognize.,Access,Account Lock,Resolved,High,Sarah,Lee,2025-09-24T14:47:57.396780
TCK-5740eee4,Access issue - world,Language new another ground enough a production rich continue officer range.,Access,Password,Closed,Critical,Sandra,Laura,2025-09-30T14:47:57.397280
TCK-056b45a1,Email issue - image,Moment across above simple able dinner student around somebody different candidate meeting alone series another author.,Email,Spam,Closed,High,Sandra,Gabriela,2025-09-23T14:47:57.397280
TCK-ad6cc116,Access issue - make,People assume eat office tell method hold every as new way camera laugh woman.,Access,Account Lock,Open,Low,Kristin,Amber,2025-10-09T14:47:57.397280
TCK-281af33f,Access issue - simple,Stage claim year meet table these own mean mention along ability land anyone.,Access,Password,Resolved,Medium,Megan,Lori,2025-09-25T14:47:57.397780
TCK-4c0cba0b,Software issue - bed,Possible chair response for popular begin recently less fly wonder note part difference different.,Software,OS,Resolved,Critical,Cheryl,Andrew,2025-10-02T14:47:57.397780
TCK-d7f99f45,Email issue - end,Follow head between available manage throughout lawyer guy idea sit themselves middle though seek.,Email,Quota,Open,High,William,Kayla,2025-09-28T14:47:57.397780
TCK-f0459e87,Access issue - activity,Base official economic community executive particular music bad kid when cultural decision former staff year.,Access,2FA,In Progress,Low,Stephen,Scott,2025-10-04T14:47:57.398280
TCK-2fb11788,Email issue - choose,Television hot really season still several these resource well after government why within.,Email,Spam,Open,Medium,Cindy,Tara,2025-09-21T14:47:57.398280
TCK-ede7fe2d,Software issue - glass,If through face spend far popular along high pay red believe mind left political step.,Software,Patch,Open,Low,Randall,John,2025-09-23T14:47:57.398280
TCK-1e2d7554,Software issue - almost,Value or want exist describe grow democratic throw site day.,Software,OS,Closed,Medium,Wesley,Brian,2025-09-19T14:47:57.398780
TCK-e8da99b9,Software issue - little,Program beyond hit spend government concern stage actually break they recently.,Software,OS,Closed,Low,Sydney,Jacob,2025-10-17T14:47:57.398780
TCK-f853bdfd,Hardware issue - third,None result administration treatment really father fact amount leg article career.,Hardware,Monitor,Closed,High,Joel,Victoria,2025-09-23T14:47:57.398780
TCK-338a603f,Software issue - form,Continue he than put school nation water upon ability teach see create.,Software,Patch,Open,Medium,Kenneth,Samuel,2025-10-02T14:47:57.399280
TCK-7887eade,Network issue - civil,Can road morning off for speech throw everybody exist seat measure color think institution.,Network,VPN,Open,Critical,Michael,Sara,2025-09-22T14:47:57.399280
TCK-f1d25d2e,Hardware issue - foot,East agree reduce write end how always discover recognize drop spring.,Hardware,Laptop,Resolved,Medium,Veronica,Ashley,2025-10-04T14:47:57.399280
TCK-5cf66291,Network issue - plan,My nation answer second along fear yard whatever rate.,Network,LAN,In Progress,Critical,Emily,Tara,2025-09-24T14:47:57.399780
TCK-e24afb05,Network issue - open,Wear learn know visit whatever action indicate court action discover.,Network,WiFi,In Progress,Medium,Brian,Lucas,2025-10-09T14:47:57.399780
TCK-ec36bd77,Email issue - one,Page bit him they letter least feel statement meet.,Email,Outlook,Resolved,High,Regina,Stephanie,2025-09-26T14:47:57.399780
TCK-bd9b4202,Software issue - one,Lay continue staff week leader although keep economy six.,Software,OS,In Progress,High,Chelsea,Nathan,2025-10-04T14:47:57.400280
TCK-27cb748f,Network issue - dinner,Ok total may day sure finally turn operation.,Network,LAN,Open,High,Ashley,Summer,2025-09-22T14:47:57.400280
TCK-6bccaf31,Access issue - how,Foot during way former if behavior person dark others goal career hard development.,Access,Password,Open,Medium,Christopher,Jessica,2025-10-02T14:47:57.400280
TCK-aed2f40e,Hardware issue - certainly,Option senior personal fly provide account power certain operation to.,Hardware,Monitor,Open,Low,Breanna,Susan,2025-09-19T14:47:57.400781
TCK-0659dccc,Software issue - theory,Result seek rock if spend few week start friend maybe.,Software,Update,In Progress,Medium,Julie,Rebecca,2025-09-25T14:47:57.400781
TCK-04a743ae,Email issue - significant,Hit bag child prevent arrive get room number executive ball gun discover test.,Email,Delivery,In Progress,Medium,Jeffrey,Pamela,2025-09-18T14:47:57.401282
TCK-f094e93b,Hardware issue - north,Executive mother year development popular speech ask him discuss especially mission design executive term color news.,Hardware,Printer,Resolved,High,Stephanie,Kayla,2025-09-27T14:47:57.401282
TCK-ab6ea4ca,Software issue - share,Put show cup answer certain issue never enter during daughter appear.,Software,Update,In Progress,Critical,Robert,Rebekah,2025-10-01T14:47:57.401282
TCK-4565d896,Email issue - investment,Sure safe miss continue open evidence important vote.,Email,Quota,In Progress,Critical,Emily,Kyle,2025-10-08T14:47:57.401780
TCK-653e1dea,Hardware issue - development,Successful building fight all mean put board change.,Hardware,Printer,Resolved,Low,Renee,Amanda,2025-09-22T14:47:57.401780
TCK-61f3c864,Hardware issue - worker,Weight oil head remain local movie citizen democratic read especially music drop participant much bed top.,Hardware,Printer,Resolved,Critical,Stacy,Michael,2025-10-08T14:47:57.401780
TCK-1ac71481,Email issue - help,Surface along piece worker five other sort once direction hotel artist artist eat impact.,Email,Quota,Closed,High,Lauren,Kelly,2025-10-05T14:47:57.402280
TCK-1c25a2aa,Software issue - officer,General school evening trial play base recent response meeting describe owner site.,Software,OS,Resolved,High,Gabriel,Daniel,2025-09-30T14:47:57.402280
TCK-57cc84d6,Network issue - world,Third painting relationship paper surface series describe success.,Network,LAN,Resolved,Low,Sarah,Richard,2025-10-08T14:47:57.402280
TCK-e89e9488,Software issue - catch,Resource get body voice door Mr avoid ten southern we.,Software,Application,In Progress,High,Patricia,Eddie,2025-10-17T14:47:57.402780
TCK-3c03cdb2,Hardware issue - drive,Drug member be each option on hard near author full indeed state serious fast throw reduce.,Hardware,Monitor,In Progress,Low,Sheryl,Steven,2025-09-19T14:47:57.402780
TCK-e2dbfc81,Network issue - small,Body somebody special because seven put people cell civil first commercial long hard fact with morning.,Network,Router,In Progress,Low,Matthew,Gregory,2025-10-02T14:47:57.402780
TCK-a695d081,Hardware issue - I,Play car be such who recent loss realize say growth show next.,Hardware,Monitor,Closed,High,Cynthia,Howard,2025-10-17T14:47:57.403280
TCK-ab63dcef,Network issue - social,Doctor lead single image south its show language model anything card sort reason.,Network,VPN,Closed,Medium,Eric,Lauren,2025-10-11T14:47:57.403280
TCK-ee580c61,Hardware issue - with,Local tree ago check single shake author.,Hardware,Printer,Open,Medium,Michael,Colleen,2025-10-04T14:47:57.403280
TCK-743fde9a,Hardware issue - free,Development them doctor move surface board trip friend crime help him response.,Hardware,Printer,Resolved,Medium,Matthew,Kimberly,2025-10-08T14:47:57.403781
TCK-c77aaa12,Hardware issue - check,Between none energy entire detail management song itself her energy pay site.,Hardware,Laptop,In Progress,High,Daniel,Tom,2025-10-09T14:47:57.403781
TCK-42abd23e,Hardware issue - example,Indeed forget respond author down seek someone quickly model each themselves community evidence operation.,Hardware,Printer,Open,High,Elizabeth,Jennifer,2025-10-14T14:47:57.403781
TCK-c6fc1b0d,Software issue - recently,Activity level action watch performance memory trip help red size certain machine.,Software,Update,Resolved,Low,Becky,Richard,2025-09-27T14:47:57.404282
TCK-4d753f55,Software issue - card,Out camera effort fine their national campaign energy.,Software,Application,In Progress,High,Jennifer,Ronald,2025-09-21T14:47:57.404282
TCK-9268d7bf,Access issue - situation,Enter enough gun consider car shoulder family same fall necessary then soon.,Access,Password,Closed,Critical,Tiffany,Taylor,2025-10-11T14:47:57.404282
TCK-4c98a1f9,Hardware issue - behavior,Ball despite establish radio second than learn.,Hardware,Monitor,Resolved,High,Patricia,Isaiah,2025-10-06T14:47:57.404780
TCK-bbfee11c,Access issue - continue,Top show world ground police include happen town room property never season laugh behind central fire.,Access,Permissions,Open,Critical,Tiffany,Jeffrey,2025-10-12T14:47:57.404780
TCK-48e3283e,Hardware issue - support,Amount tough despite behind bank top walk stage study leader wide like man yet effort.,Hardware,Monitor,In Progress,Low,Julie,Jesus,2025-10-15T14:47:57.404780
TCK-dd2518bc,Access issue - four,Real sport with early top place arm.,Access,Password,Closed,High,Michael,Maria,2025-09-19T14:47:57.405280
TCK-07fdb990,Access issue - involve,Them near daughter stock couple everyone I air move.,Access,Password,Open,Medium,David,Evan,2025-10-16T14:47:57.405280
TCK-cae98a11,Email issue - ready,Still bad pull response phone power care thought both write mother full however accept.,Email,Quota,Closed,Low,Adam,Wendy,2025-09-26T14:47:57.405280
TCK-ec6c6c02,Email issue - question,Meeting garden computer station well response break.,Email,Outlook,Closed,Medium,Christina,Amber,2025-09-21T14:47:57.405780
TCK-b24fcb99,Access issue - middle,Research political late kid effort arrive politics call end life itself.,Access,Password,Open,Critical,Jody,Charles,2025-09-22T14:47:57.405780
TCK-f63c04e7,Hardware issue - treatment,Stage now bed big live its fine mention sort someone sing.,Hardware,Printer,In Progress,High,Timothy,Amanda,2025-10-15T14:47:57.405780
TCK-93b64f18,Network issue - light,Study raise conference few operation break especially speak stage management agreement miss too always address.,Network,WiFi,Closed,High,Lisa,Lauren,2025-09-21T14:47:57.406281
TCK-764be77f,Software issue - see,Entire should event program this her operation day somebody air.,Software,OS,Open,Medium,David,Crystal,2025-10-03T14:47:57.406281
TCK-3c51a59c,Access issue - real,Describe yeah light social work maintain task series.,Access,Password,In Progress,High,Jennifer,Natasha,2025-10-10T14:47:57.406281
TCK-10530d6b,Software issue - down,Little race imagine never assume control specific choice defense floor author.,Software,Application,Closed,Low,Christopher,Jillian,2025-09-22T14:47:57.406780
TCK-959576b0,Software issue - include,Buy popular guy lose sort side use should generation low.,Software,OS,Resolved,Critical,Chase,Mary,2025-10-07T14:47:57.406780
TCK-35f623d8,Network issue - single,Suffer suddenly nor mission see education yourself good he all down could yard his.,Network,WiFi,Open,Low,Christina,Edwin,2025-10-07T14:47:57.406780
TCK-586fee2b,Email issue - option,Pull whatever assume then arrive fact soldier value sound nothing today though off late.,Email,Spam,Open,Critical,Colin,James,2025-10-01T14:47:57.407280
TCK-6056f9fd,Network issue - beyond,Quite wonder anything raise be stand region sound trade can direction.,Network,VPN,In Progress,High,Elizabeth,Cheryl,2025-09-23T14:47:57.407280
TCK-5fb0cdf1,Network issue - chair,And choose activity day security notice concern project per down modern.,Network,WiFi,In Progress,Medium,Todd,Brent,2025-09-21T14:47:57.407280
TCK-6df705a4,Network issue - interview,Defense role skin effort both hour series himself more reality Congress issue old.,Network,VPN,Open,Critical,April,Ronald,2025-09-20T14:47:57.407780
TCK-2f975fe2,Email issue - huge,Bring score about although raise buy fire magazine.,Email,Outlook,Resolved,Critical,William,Susan,2025-10-02T14:47:57.407780
TCK-2a08ea33,Hardware issue - style,Lawyer manage bad entire year water ten movement soon itself far.,Hardware,Printer,Open,Medium,Benjamin,Debra,2025-09-23T14:47:57.407780
TCK-3dbb2561,Email issue - debate,Remember bit tonight product second arrive case step crime least.,Email,Outlook,In Progress,Critical,Stephanie,Daniel,2025-09-26T14:47:57.408280
TCK-697d6644,Access issue - main,Direction defense situation morning scene even you.,Access,Account Lock,In Progress,High,Julia,Amanda,2025-10-14T14:47:57.408280
TCK-c1c73b0a,Access issue - than,Month large natural price federal carry may play face large paper cell feel.,Access,Password,Open,High,Michael,Jennifer,2025-09-24T14:47:57.408280
TCK-5685f40c,Network issue - news,Several price next child raise store agreement government firm may single.,Network,VPN,In Progress,Critical,Christian,William,2025-10-17T14:47:57.408780
TCK-ea3a67fc,Software issue - reflect,Well five effort be drive he painting happy whatever.,Software,Patch,In Progress,Critical,Patrick,Michelle,2025-09-24T14:47:57.408780
TCK-3125231c,Access issue - admit,Book natural finally doctor protect mind difficult home fall less mother.,Access,Password,Closed,Medium,Anna,Angela,2025-09-30T14:47:57.408780
TCK-d0542e37,Hardware issue - yes,Day station different dog animal throughout air strong get son ago.,Hardware,Printer,Closed,Medium,Kaylee,Mckenzie,2025-10-12T14:47:57.409280
TCK-f8d2a5da,Access issue - chair,Number form positive recent paper food rate I college professor person all recent face your brother.,Access,Password,Open,Critical,Kevin,Jessica,2025-10-02T14:47:57.409280
TCK-6244ac53,Email issue - bag,Card pull several know me hear report term.,Email,Delivery,In Progress,Low,Robin,Mariah,2025-09-19T14:47:57.409280
TCK-9c20e344,Software issue - former,Ten board know remain you work organization own skill order similar issue most inside cost.,Software,Patch,In Progress,High,Alyssa,Joshua,2025-10-08T14:47:57.409780
TCK-dae6832b,Access issue - above,Lot often you lot table close recently central type hospital practice reality lose.,Access,2FA,Closed,Low,Reginald,James,2025-10-12T14:47:57.409780
TCK-a1ac665f,Hardware issue - ahead,Let shoulder down provide range why card prevent action.,Hardware,Printer,Closed,Critical,Katherine,Kaitlyn,2025-10-12T14:47:57.409780
TCK-f37eea67,Hardware issue - during,Though PM enter sometimes good audience degree if year threat race short about artist part.,Hardware,Laptop,In Progress,Low,Lisa,Jack,2025-09-25T14:47:57.410280
TCK-4261ed2b,Hardware issue - hour,Sit need condition just authority black paper college now past break agent ready style.,Hardware,Monitor,Closed,Critical,Amber,Jeremy,2025-09-28T14:47:57.410280
TCK-3d0a3964,Hardware issue - nature,Class tell sport cultural above region at.,Hardware,Laptop,In Progress,Medium,Jessica,Tara,2025-09-19T14:47:57.410280
TCK-baa08299,Software issue - bad,Popular speak discussion try wrong represent consumer thing perhaps sing.,Software,Patch,Closed,Low,Scott,Elizabeth,2025-09-27T14:47:57.410780
TCK-53eabef8,Email issue - theory,Letter something over evening agreement visit seem.,Email,Quota,In Progress,High,Chad,Linda,2025-10-03T14:47:57.410780
TCK-09e41ab6,Hardware issue - whole,Person personal attention whole wonder role wall.,Hardware,Keyboard,Resolved,Critical,Paul,Marc,2025-09-25T14:47:57.410780
TCK-bf2b81dd,Email issue - thing,Debate physical relationship body place player general reduce hit people summer within.,Email,Quota,Open,Medium,Carolyn,Jennifer,2025-09-19T14:47:57.411280
TCK-0c71acef,Email issue - step,Action also feeling around woman a focus to.,Email,Quota,Closed,Critical,Jennifer,Randy,2025-10-04T14:47:57.411280
TCK-2edf693b,Software issue - machine,Seek pick deal common different lay billion themselves generation bit couple little listen suggest cell during.,Software,OS,Resolved,Low,Dwayne,Joseph,2025-10-16T14:47:57.411280
TCK-155fd071,Access issue - should,Only inside attack management wall art right just factor suggest seek far chance leg seat.,Access,2FA,Open,Medium,Anthony,Sara,2025-10-11T14:47:57.411780
TCK-aa0e2870,Hardware issue - check,Note since television boy benefit field sea weight address mean free yard all night.,Hardware,Printer,Closed,High,William,Brittany,2025-10-05T14:47:57.411780
TCK-4589d4e9,Access issue - manager,Tree movie pick animal Congress miss behind source try husband Congress office morning war land black.,Access,Permissions,Closed,Low,Dale,Kathryn,2025-10-08T14:47:57.411780
TCK-a1944f31,Network issue - act,Tax international health worker fire total state sea garden drug expect every would father article.,Network,VPN,Open,Medium,Timothy,Anthony,2025-09-24T14:47:57.412280
TCK-a04e584b,Email issue - pretty,Early reveal week project data ever mind beyond serve practice huge customer style per.,Email,Delivery,Resolved,High,Heidi,Amber,2025-09-25T14:47:57.412280
TCK-2a6fc612,Hardware issue - million,Throughout cultural order drive practice scene whether marriage picture article tend cause modern mind run have.,Hardware,Monitor,Resolved,Critical,William,Shannon,2025-10-01T14:47:57.412780
TCK-8b5a44bc,Hardware issue - hope,It weight building discussion American continue describe question arrive seat.,Hardware,Laptop,Open,Low,Jose,Jonathan,2025-09-19T14:47:57.412780
TCK-37207cbe,Email issue - here,State scene worker sure act final hard pass.,Email,Spam,Resolved,Critical,Glenn,Kaitlyn,2025-10-01T14:47:57.412780
TCK-1b667f43,Network issue - tend,Wear simple eat yourself require reason once first method energy identify player arm.,Network,Router,Resolved,Low,Edward,Kathryn,2025-09-30T14:47:57.413280
TCK-63ce3983,Hardware issue - beyond,Late tree property maybe my federal who administration.,Hardware,Monitor,Open,High,David,Adam,2025-10-05T14:47:57.413280
TCK-5c75fcc3,Network issue - when,Medical turn song practice pick material color behavior company prevent need better any reach.,Network,VPN,Open,Critical,Brian,Mary,2025-09-29T14:47:57.413280
TCK-9bcdb9f9,Email issue - far,Give while fine nice without goal table tend member why world whose church car agree.,Email,Delivery,Resolved,Medium,Emma,Scott,2025-09-21T14:47:57.413780
TCK-808e47b5,Email issue - page,Option training choice significant discuss strategy dog director age us environment control knowledge account pattern she.,Email,Delivery,Open,Critical,Sheila,Phyllis,2025-10-17T14:47:57.413780
TCK-2fee78ab,Software issue - four,Minute trip sister true in heart citizen also him then.,Software,Application,Open,High,Christine,Cheyenne,2025-10-06T14:47:57.413780
TCK-0a519995,Email issue - back,Establish process tonight itself reason all blood including wife end ahead just election friend.,Email,Quota,Closed,Low,Jennifer,Shawn,2025-10-08T14:47:57.414280
TCK-66da8382,Hardware issue - peace,Television smile growth far company sing available station store blood meeting.,Hardware,Printer,Closed,Low,Nathan,Jasmine,2025-10-13T14:47:57.414280
TCK-3ddf8682,Software issue - join,At skill attorney later prevent action civil born itself word former little power.,Software,Update,Closed,Low,Rodney,Justin,2025-09-18T14:47:57.414280
TCK-235e2502,Access issue - give,Thank reality simply opportunity let production movement subject sing among.,Access,Permissions,Open,Critical,Andrew,Curtis,2025-10-16T14:47:57.414780
TCK-256046aa,Software issue - here,Owner stand truth serious account less trial say teacher plant together marriage base it step.,Software,Patch,Closed,Low,Cesar,William,2025-09-22T14:47:57.414780
TCK-a58db774,Access issue - direction,Least huge moment machine door sit medical other employee picture.,Access,Password,Open,Medium,Randy,Aaron,2025-09-27T14:47:57.414780
TCK-af3b306c,Email issue - power,Food even hotel cup fly generation someone party million think edge sure five candidate according.,Email,Outlook,Closed,Medium,Lisa,Gabrielle,2025-10-02T14:47:57.415280
TCK-f6afb49f,Network issue - adult,Language individual others agreement that apply do free hard writer find PM feel serious appear.,Network,VPN,Open,Low,Jacqueline,Debra,2025-10-10T14:47:57.415280
TCK-2b601b2e,Email issue - look,Out true create than course start increase compare specific opportunity need into.,Email,Outlook,Resolved,Low,Jennifer,Christine,2025-10-17T14:47:57.415280
TCK-34d22e1c,Network issue - common,Military since war hour party thank seat sure street company.,Network,VPN,Resolved,Medium,Nicole,Ryan,2025-09-27T14:47:57.415780
TCK-fc47093e,Hardware issue - opportunity,Recently college market reality something sort card left major style same responsibility.,Hardware,Printer,In Progress,Medium,Daniel,Barry,2025-10-01T14:47:57.415780
TCK-f684293b,Network issue - main,Job daughter scientist notice cultural activity music front president back explain travel notice machine stage.,Network,Router,Resolved,Critical,Ryan,Willie,2025-10-01T14:47:57.415780
TCK-26670399,Access issue - establish,Store lawyer his purpose just left hit one marriage sea in end institution go Congress finish.,Access,Account Lock,Open,High,Ashley,Julia,2025-09-20T14:47:57.416280
TCK-3bbe6294,Software issue - all,Growth student cell large day how generation as way science.,Software,Update,Closed,High,Michelle,Claire,2025-09-27T14:47:57.416280
TCK-71278bdb,Access issue - person,Interest child writer say difficult life chance group sell fine.,Access,Permissions,Closed,Low,Jeffrey,Kurt,2025-09-29T14:47:57.416782
TCK-8f2ecb70,Hardware issue - especially,What however manage democratic form wish opportunity my move price determine reveal billion eye.,Hardware,Monitor,In Progress,Low,Sheila,Jennifer,2025-10-17T14:47:57.416782
TCK-e663aaed,Access issue - difficult,Stand night another maintain value find different week sure side.,Access,Permissions,Open,Critical,Dylan,Ashley,2025-10-09T14:47:57.417282
TCK-8d813c3b,Hardware issue - several,Necessary gas specific box could week role likely people list appear story learn business find sing.,Hardware,Keyboard,Closed,High,Anthony,Jessica,2025-10-16T14:47:57.417282
TCK-ccdb87d9,Software issue - guess,Want look husband drive only three free tree body medical almost boy.,Software,Application,Resolved,Critical,Diana,Peter,2025-10-07T14:47:57.417282
TCK-ad648a67,Access issue - former,Conference activity fish attack give watch step.,Access,2FA,Closed,Medium,Kelly,Leslie,2025-09-19T14:47:57.417782
TCK-53531702,Email issue - offer,Level company only similar like skin yard quality where face property color first get experience provide.,Email,Quota,Open,High,Paula,Jason,2025-09-28T14:47:57.417782
TCK-00e0c201,Software issue - let,Trouble bit reveal start our us another shoulder cost animal run.,Software,Patch,Open,Medium,Daryl,Diamond,2025-09-30T14:47:57.418281
TCK-fe625dee,Network issue - per,Month generation magazine like dog include ball price human bag support customer.,Network,Router,Closed,Medium,Timothy,Kelli,2025-10-13T14:47:57.418281
TCK-b326c2a8,Hardware issue - throughout,Risk give modern possible doctor everyone Republican resource fast analysis hair.,Hardware,Laptop,Resolved,Critical,Micheal,Joshua,2025-10-08T14:47:57.418281
TCK-8e0a67e0,Email issue - activity,Item fast response keep draw special safe magazine between indeed article.,Email,Spam,Closed,Medium,Jennifer,Lori,2025-09-22T14:47:57.418781
TCK-8e941cd0,Hardware issue - name,Act act agree together lot glass against operation night benefit.,Hardware,Printer,Closed,Critical,James,Tracy,2025-10-06T14:47:57.418781
TCK-183c6621,Access issue - at,Property Democrat short rise part me performance cultural.,Access,Account Lock,Closed,Low,Brent,Brenda,2025-10-11T14:47:57.419282
TCK-d438c750,Hardware issue - candidate,Both great strong off allow mother approach in everyone.,Hardware,Keyboard,Resolved,High,Curtis,Cindy,2025-10-05T14:47:57.419282
TCK-aa6b9030,Software issue - color,College outside several soon others again ever.,Software,OS,In Progress,Critical,Megan,Joseph,2025-09-23T14:47:57.419782
TCK-6c307570,Software issue - poor,Stuff society day part country material if fight little dog meeting use fact political church majority.,Software,Application,Closed,Low,Dominique,Todd,2025-10-03T14:47:57.419782
TCK-d30cd905,Access issue - ago,Until know then agree against moment want stuff need life third within box guess must.,Access,2FA,Open,Critical,Kimberly,Breanna,2025-10-12T14:47:57.420281
TCK-c164c901,Access issue - goal,Far ball so network front degree special kid character.,Access,Permissions,Resolved,Low,Nathan,Meghan,2025-10-16T14:47:57.420281
TCK-96b63559,Email issue - big,Eye hair book budget charge few agency begin billion moment painting door main member live deep.,Email,Quota,Open,Medium,Aaron,Robert,2025-10-15T14:47:57.420781
TCK-cef8f9c6,Network issue - new,Condition kid represent general as bring serious ok his it challenge beautiful marriage.,Network,Router,Closed,High,Melissa,Courtney,2025-09-30T14:47:57.420781
TCK-3429461a,Access issue - total,Require hundred discover scene information force drop system sell up media time position.,Access,Password,Open,Critical,Andrew,Alexander,2025-09-17T14:47:57.420781
TCK-48244a2a,Network issue - number,View government example good direction actually election especially away.,Network,WiFi,Resolved,Medium,Lindsay,William,2025-10-08T14:47:57.421280
TCK-9c115375,Email issue - rich,Prevent church southern simple these family prevent.,Email,Quota,Closed,Medium,Leah,Kimberly,2025-10-07T14:47:57.421280
TCK-8a0833ec,Access issue - place,During become begin many weight build run politics difficult century.,Access,Account Lock,In Progress,High,Melvin,Steven,2025-10-13T14:47:57.421781
TCK-ae508e7d,Access issue - war,Visit bad shoulder create take time mouth another cost ball hundred similar.,Access,Permissions,In Progress,Low,Michael,Elizabeth,2025-09-21T14:47:57.421781
TCK-9bc8e329,Email issue - per,Friend summer single score PM Democrat key whether notice pay sometimes too every design.,Email,Spam,Resolved,High,Cory,Jenny,2025-09-18T14:47:57.421781
TCK-999715fb,Hardware issue - put,Action point level black our place kid law politics.,Hardware,Laptop,In Progress,Medium,Tony,Candace,2025-10-02T14:47:57.422280
TCK-6ae1d853,Email issue - of,Suddenly under your quickly involve story add lead those everybody forget help later customer teach.,Email,Spam,In Progress,Medium,Nathan,Christina,2025-10-02T14:47:57.422280
TCK-1c9a032c,Access issue - white,Behind enjoy market human let coach two less the start.,Access,2FA,In Progress,Low,Erica,Riley,2025-10-07T14:47:57.422280
TCK-6db981ea,Network issue - here,Outside cup mouth consumer reduce game reduce ahead indicate investment either.,Network,LAN,Resolved,Medium,Thomas,Steven,2025-09-25T14:47:57.422780
TCK-e49cf80d,Access issue - six,Hospital bring three shake might off start hundred without democratic performance participant.,Access,Account Lock,In Progress,Medium,David,William,2025-10-17T14:47:57.422780
TCK-7091513f,Email issue - including,Toward loss charge development region beyond worker final center fall sound west risk stuff I long.,Email,Outlook,Resolved,Medium,Sarah,John,2025-09-24T14:47:57.422780
TCK-5b110c14,Access issue - compare,Successful take reality network focus effort week.,Access,Permissions,Open,Critical,Jessica,Bryan,2025-09-19T14:47:57.423281
TCK-dccfabcd,Hardware issue - campaign,She perform the approach move role project positive age.,Hardware,Monitor,Open,High,Jill,Daniel,2025-10-10T14:47:57.423281
TCK-80b7e080,Hardware issue - child,Quickly develop medical finish land race hot laugh apply analysis.,Hardware,Keyboard,Resolved,Low,Jose,Michael,2025-10-09T14:47:57.423780
TCK-850d9c53,Access issue - company,Week growth sort these friend water dream order allow outside around guy challenge so score information.,Access,2FA,Closed,Low,Donald,Antonio,2025-10-09T14:47:57.423780
TCK-40a9f195,Email issue - pull,Myself including television day across financial animal public somebody more board town positive practice point result.,Email,Delivery,Open,High,Carlos,John,2025-10-07T14:47:57.423780
TCK-4c5fa225,Email issue - nothing,Source know responsibility issue organization act age want call institution live effort.,Email,Quota,Open,High,Elizabeth,Nicole,2025-10-04T14:47:57.424282
