ticket_id,title,description,category,subcategory,status,priority,created_by,assigned_to,created_date
TCK-6f580f8b,Network issue - office,When never talk of during standard current group great.,Network,WiFi,Closed,Critical,Steven,Michael,2025-09-23T14:57:22.391247
TCK-f00324af,Hardware issue - exist,Someone authority nearly actually heart economic group price involve others character dream officer.,Hardware,Keyboard,Closed,Low,Dawn,Martin,2025-10-10T14:57:22.391247
TCK-1727bc1c,Access issue - he,Least action degree entire never church onto future.,Access,Password,Closed,Critical,Terry,Jenny,2025-09-17T14:57:22.391247
TCK-f694482a,Access issue - dinner,So upon thus forward play very pay defense concern career standard tend actually.,Access,Password,Open,Medium,Carla,Jessica,2025-10-11T14:57:22.391747
TCK-0efa4690,Network issue - sound,Discuss quickly that our outside produce prepare contain relate ask guy Mr service group number hotel.,Network,WiFi,Open,Critical,Michael,Clinton,2025-09-29T14:57:22.391747
TCK-de1b3383,Software issue - late,Guy world message carry sister after tell likely day own.,Software,Patch,Open,High,Crystal,Jason,2025-09-23T14:57:22.392247
TCK-2fb1f3e4,Access issue - learn,Dream onto right detail place stock performance draw guy image again great.,Access,Account Lock,Resolved,Low,Brandon,Natasha,2025-09-23T14:57:22.392247
TCK-0ff36cea,Access issue - road,For unit ever project debate low image current look interesting accept than cup cultural.,Access,Permissions,Resolved,Critical,Stephanie,Christine,2025-09-25T14:57:22.392247
TCK-cec63b7c,Software issue - mouth,Table figure anyone nature company attention environment catch event.,Software,Application,Open,Low,Juan,Daniel,2025-10-16T14:57:22.392747
TCK-f47f00d0,Email issue - media,Cause century start travel enter father garden couple he option country.,Email,Spam,In Progress,High,Marc,Kristina,2025-10-06T14:57:22.392747
TCK-a9729349,Software issue - star,Appear decision send ready floor kid service together result exist design current fund thought need left.,Software,Update,In Progress,Low,Kevin,Kevin,2025-10-15T14:57:22.392747
TCK-efd1910c,Network issue - reality,First listen store nice third street industry total increase professional even result tonight chair stand.,Network,LAN,Closed,Critical,Justin,Timothy,2025-10-06T14:57:22.393247
TCK-3ad457f4,Network issue - four,Particularly about you deal open exist apply imagine dark.,Network,LAN,Resolved,Critical,Stephen,Christina,2025-10-09T14:57:22.393247
TCK-b1b8d884,Access issue - campaign,Office drug go glass treat political collection all analysis check.,Access,Account Lock,Closed,Medium,William,Lisa,2025-09-27T14:57:22.393703
TCK-d52f7933,Access issue - wall,Memory four serious image able international add.,Access,2FA,Open,Critical,Michelle,Melanie,2025-10-14T14:57:22.393703
TCK-c9fa7186,Email issue - whether,Marriage truth smile size building agree peace case.,Email,Quota,In Progress,High,Lisa,Laura,2025-09-26T14:57:22.393703
TCK-5d533837,Software issue - suddenly,Talk do drug ever teach make along scientist national measure.,Software,Patch,Open,Low,Jessica,Susan,2025-09-29T14:57:22.394247
TCK-ce8d4da2,Access issue - wide,Near art about part thing ok together response deep area Democrat.,Access,Account Lock,In Progress,Critical,Billy,Dawn,2025-10-01T14:57:22.394247
TCK-6fa0c953,Network issue - visit,Rule improve up partner specific choose eye respond discover avoid.,Network,LAN,In Progress,Medium,Jeremy,Helen,2025-10-09T14:57:22.394247
TCK-e8af8560,Email issue - remain,Process suddenly job between environmental physical show have good cup effect appear.,Email,Spam,In Progress,Medium,Kimberly,Tonya,2025-09-26T14:57:22.394747
TCK-4ca72cbe,Network issue - million,Claim most old plant both protect person prove later yard.,Network,LAN,Resolved,Low,Alexander,Rita,2025-10-14T14:57:22.394747
TCK-76f7dbe2,Software issue - reflect,Would thousand raise computer mean past alone southern field.,Software,Update,Open,Medium,Robert,Mary,2025-10-02T14:57:22.394747
TCK-46a6e512,Network issue - let,Role success effort forward ago paper better green past power none final push reflect safe.,Network,WiFi,In Progress,Low,Andrea,Sean,2025-09-18T14:57:22.395246
TCK-04856039,Email issue - relationship,General all police might use goal avoid tell service idea share experience charge war let.,Email,Quota,Resolved,Critical,Zachary,Stephanie,2025-10-15T14:57:22.395246
TCK-794b4b7c,Access issue - notice,Along make always green region security statement general arrive.,Access,Permissions,In Progress,Low,Melissa,Tanya,2025-10-17T14:57:22.395747
TCK-a5dc47a2,Hardware issue - move,Training guess name wait spring red institution art day authority end reflect why feel.,Hardware,Printer,Closed,Critical,Julie,Christina,2025-10-06T14:57:22.395747
TCK-0e05235a,Access issue - discover,Every hot decade offer light determine movie case write deal Congress per.,Access,2FA,Resolved,High,Cynthia,Michelle,2025-10-06T14:57:22.395747
TCK-113852e4,Hardware issue - turn,Interesting practice send leave country think away born adult parent white.,Hardware,Monitor,Closed,Low,Jeremy,Charles,2025-09-17T14:57:22.396248
TCK-1b101cbf,Access issue - letter,Mission pressure training father upon two goal a market light role.,Access,Account Lock,Resolved,High,Robert,Shannon,2025-09-23T14:57:22.396248
TCK-f5caa438,Software issue - among,Herself job believe action analysis fall ahead have image over spring through democratic thing environment.,Software,Application,Open,Medium,Christopher,Tiffany,2025-09-26T14:57:22.396248
TCK-ec4c51b9,Access issue - break,Control decade prepare next certainly figure physical less city trade late keep live treatment information.,Access,Password,Closed,Critical,April,William,2025-10-05T14:57:22.396747
TCK-f2d69074,Email issue - painting,Enjoy six realize mind sister everyone still dinner.,Email,Outlook,Resolved,Low,Caroline,Christina,2025-10-16T14:57:22.396747
TCK-164f5656,Software issue - matter,Very color leader risk without sometimes imagine get model ahead put.,Software,Application,Open,Low,Christopher,Brett,2025-09-25T14:57:22.397240
TCK-8fe6493b,Software issue - bit,Build movement attorney laugh seem watch miss skin large evening such light.,Software,Patch,Open,Low,Michael,Monica,2025-09-30T14:57:22.397240
TCK-2e390096,Email issue - nature,Child student property responsibility perhaps same fear probably.,Email,Quota,Resolved,Critical,Maureen,Michael,2025-10-01T14:57:22.397240
TCK-f9df482a,Hardware issue - huge,Strong since yeah population something camera Democrat the full manage forget live establish prove part tough.,Hardware,Printer,Resolved,High,Angela,Richard,2025-10-02T14:57:22.397747
TCK-2dabd323,Software issue - whose,Audience green through provide career relate decision drop research pressure meeting source.,Software,Update,Open,Low,James,Sarah,2025-09-19T14:57:22.397747
TCK-fcee9067,Access issue - public,Fund deal center loss sign itself place example call kid notice conference.,Access,Permissions,Closed,Low,Jessica,Amber,2025-10-15T14:57:22.397747
TCK-6344df49,Access issue - nation,Leg interview keep to example daughter process ten paper impact picture across financial kitchen main.,Access,Permissions,Open,Medium,Kristen,Kathleen,2025-10-11T14:57:22.398247
TCK-63e5c146,Access issue - author,Soldier could development woman about process body across.,Access,Permissions,Closed,High,Daniel,Robert,2025-09-28T14:57:22.398247
TCK-f5b671c4,Email issue - simply,Race ago real almost bag now major weight style few.,Email,Outlook,Closed,High,Paula,Brooke,2025-09-30T14:57:22.398747
TCK-6f33fcf2,Email issue - serious,Next and yes onto situation same method.,Email,Delivery,Closed,High,Adriana,Tara,2025-09-17T14:57:22.398747
TCK-7703eddb,Network issue - western,People doctor oil the yourself store research visit character concern think prepare strong somebody.,Network,VPN,In Progress,Medium,Jenna,Jerome,2025-09-23T14:57:22.398747
TCK-7c8e6946,Hardware issue - several,Rich happen give movement parent change key.,Hardware,Monitor,Open,Low,Joshua,Sydney,2025-09-28T14:57:22.399253
TCK-84d9a94f,Access issue - lot,Threat different baby base share individual music husband allow nothing reality market.,Access,Password,In Progress,Low,Erica,Lisa,2025-09-23T14:57:22.399253
TCK-b8411e90,Hardware issue - customer,Large already song method them drive off.,Hardware,Keyboard,Closed,Critical,Heidi,Nicole,2025-09-25T14:57:22.399253
TCK-53da5fc1,Access issue - put,Finish visit quite financial huge throughout mouth beyond style.,Access,2FA,Open,Critical,Leslie,Michael,2025-10-13T14:57:22.399747
TCK-758f91fa,Network issue - capital,Mission college good scientist indicate business open enjoy.,Network,LAN,In Progress,Critical,Tina,Amanda,2025-10-06T14:57:22.399747
TCK-270c5399,Software issue - teach,When present per yourself sense wear create its audience compare herself occur.,Software,Application,Closed,High,Sandra,Michelle,2025-10-16T14:57:22.400248
TCK-8ec077f2,Network issue - mean,Often away experience city floor they law let bad.,Network,LAN,Closed,Medium,Kyle,Julie,2025-09-25T14:57:22.400248
TCK-36533b4e,Software issue - consider,Modern bad yeah they dark court model two enjoy science focus board bring successful career.,Software,Application,Open,High,Richard,Mary,2025-09-28T14:57:22.400248
TCK-a0a24d09,Email issue - star,Present toward human buy pay south wait present beyond include.,Email,Quota,In Progress,Low,Jacob,Lisa,2025-10-11T14:57:22.400750
TCK-ed3cf8de,Network issue - sign,Pay let early teacher article type front.,Network,VPN,Resolved,Low,Haley,Jason,2025-09-23T14:57:22.400750
TCK-1314058c,Hardware issue - condition,Clearly expect fast collection third these short race factor college health successful enough.,Hardware,Monitor,Closed,High,Kimberly,Jeff,2025-09-26T14:57:22.400750
TCK-7b02948f,Network issue - necessary,Town moment somebody local card medical reason create us.,Network,Router,Closed,Medium,Alejandra,Eric,2025-10-05T14:57:22.401247
TCK-abab6c7e,Access issue - personal,Serve eat anything line fire suffer fill as student resource.,Access,Password,Closed,Medium,Nicholas,Brandon,2025-10-10T14:57:22.401247
TCK-90d9722d,Email issue - detail,Pretty trial nation treatment political stage brother main analysis despite town offer civil nearly.,Email,Outlook,Closed,Low,Jerry,Melissa,2025-09-23T14:57:22.401752
TCK-2eabe58a,Software issue - state,Dark number power green quite view push rather buy share us write president old treat focus.,Software,Application,Open,High,Lisa,Jonathan,2025-10-16T14:57:22.401752
TCK-59f418e7,Access issue - certainly,Economy since grow rather tree marriage city throughout wonder through up each.,Access,2FA,In Progress,Medium,Caitlyn,Janice,2025-10-13T14:57:22.401752
TCK-1a250df3,Email issue - lose,Catch party industry happen crime entire each network.,Email,Delivery,Open,Medium,Jesse,Denise,2025-10-08T14:57:22.402248
TCK-f85196ae,Email issue - generation,Pull trip task use determine Mrs tax floor key determine just support success.,Email,Delivery,Open,Low,Christopher,Molly,2025-10-17T14:57:22.402248
TCK-660ca00a,Access issue - play,Modern game design development group that rich throughout society night end.,Access,2FA,Open,High,Troy,Samantha,2025-10-05T14:57:22.402248
TCK-5c9a1e3a,Software issue - for,Front evening hold movement prove activity instead treat coach hour crime these member eight certain kid.,Software,OS,In Progress,Low,James,Sarah,2025-09-29T14:57:22.402747
TCK-25d6a276,Software issue - religious,Else build knowledge summer on history ground firm young wide nearly election thing impact already.,Software,Application,Open,Medium,Denise,William,2025-09-23T14:57:22.402747
TCK-b40455dc,Email issue - front,Next police after partner Mr plan draw anyone page write prepare home.,Email,Outlook,Resolved,High,Laura,David,2025-10-08T14:57:22.402747
TCK-6c6ffc53,Software issue - development,Condition enough play dinner purpose remember identify own natural goal.,Software,OS,Resolved,High,Deborah,Laura,2025-09-20T14:57:22.403250
TCK-216e6c9e,Software issue - single,Say total son spend audience continue either gas skill front whatever.,Software,OS,Open,Low,Stephen,Jennifer,2025-09-30T14:57:22.403250
TCK-e8624e4c,Access issue - friend,Free start value near economic as reason spring support open peace official accept.,Access,Permissions,Resolved,Low,Brandon,Tanner,2025-09-30T14:57:22.403746
TCK-c70a2b2d,Email issue - kind,Day trial person rich seem ask game remain difficult old those career boy table.,Email,Delivery,In Progress,Critical,April,Sarah,2025-09-22T14:57:22.403746
TCK-4c19af69,Software issue - bar,Almost impact contain Mr family different fine leader else.,Software,OS,Open,Critical,Nicole,Julia,2025-10-15T14:57:22.403746
TCK-57f06669,Hardware issue - network,All boy federal Republican center feel foot sell despite.,Hardware,Monitor,Closed,Critical,Nathan,Jonathan,2025-10-17T14:57:22.404249
TCK-262bbcba,Network issue - decade,Action investment really stay avoid task authority phone and little hold yourself garden authority prepare.,Network,Router,Closed,High,Michael,Dale,2025-10-04T14:57:22.404249
TCK-c3712f3c,Email issue - view,Door food treat total several still fast case nearly.,Email,Spam,Closed,Critical,Andrea,Ryan,2025-09-29T14:57:22.404249
TCK-1155964e,Email issue - strong,Test attack ground wind agency medical than artist where by born speech big seat.,Email,Quota,Closed,Critical,Wesley,Kaitlyn,2025-09-28T14:57:22.404747
TCK-7f62a427,Software issue - every,Address wish camera avoid their respond word but same worker couple.,Software,OS,Open,Medium,John,Melissa,2025-10-06T14:57:22.404747
TCK-acb65beb,Software issue - design,Law early where they past first step.,Software,OS,In Progress,Medium,Derrick,Emily,2025-09-26T14:57:22.405250
TCK-ab594697,Access issue - service,Summer even plan hour talk Mr city identify campaign financial base blue reflect parent.,Access,2FA,Closed,High,Leroy,Richard,2025-09-29T14:57:22.405250
TCK-b4e67ba2,Software issue - government,Attack speech point stuff poor prove camera coach member few.,Software,Patch,Resolved,Medium,Kevin,Katie,2025-10-03T14:57:22.405250
TCK-90870db1,Email issue - effect,Improve difference week data instead take standard whose system begin be character treatment need share.,Email,Outlook,Closed,Medium,Jacqueline,Blake,2025-09-28T14:57:22.405747
TCK-ac17bc98,Access issue - let,Will wait fly scene beat may decade hand other accept hear four.,Access,Password,Open,Critical,Kelly,Daniel,2025-09-19T14:57:22.405747
TCK-87a14bf3,Software issue - top,Suddenly serve prove fund once business part marriage sure sign according truth.,Software,Application,In Progress,Low,Gavin,Timothy,2025-10-06T14:57:22.405747
TCK-557a0ef6,Email issue - old,Value tonight level different water born significant affect many price painting simple special.,Email,Outlook,Closed,Medium,Brenda,Kenneth,2025-10-01T14:57:22.406247
TCK-d94fd435,Email issue - environmental,Woman brother least arrive life far seem left gun southern article member.,Email,Quota,Closed,Medium,Joshua,Daniel,2025-09-25T14:57:22.406247
TCK-a0d97755,Access issue - positive,Economy box however until show type institution half think appear fish.,Access,Account Lock,Closed,Medium,Jeanette,Brianna,2025-10-02T14:57:22.406247
TCK-e981eb0b,Access issue - area,Support sign herself area out walk approach actually wide under surface.,Access,Password,Resolved,Medium,Billy,Mary,2025-09-25T14:57:22.406746
TCK-93136862,Network issue - street,Finish social fine long include seven receive third include available local environmental cause usually charge eye.,Network,LAN,Open,Critical,Sharon,Angelica,2025-10-16T14:57:22.406746
TCK-9c3fdf11,Software issue - management,Something because police star would billion small beautiful program debate.,Software,Application,Resolved,Medium,Ann,Matthew,2025-10-06T14:57:22.407247
TCK-31a8c522,Software issue - top,Policy professor possible decade drive candidate people pattern prevent share method area wonder as front.,Software,Application,Closed,High,Natalie,Stephanie,2025-09-26T14:57:22.407247
TCK-3613f6b6,Email issue - break,Consider hold to himself car measure similar war training reduce Republican task husband interview.,Email,Spam,Resolved,Medium,Paul,Nicole,2025-10-05T14:57:22.407247
TCK-1281fb54,Hardware issue - possible,Up book deal turn amount need face beyond Mr challenge month.,Hardware,Keyboard,Closed,High,Samuel,Terri,2025-10-03T14:57:22.407748
TCK-c40f47b9,Network issue - soldier,Direction quite stand her contain movie teacher point blood local speech.,Network,WiFi,Closed,Low,Alexander,Maurice,2025-10-11T14:57:22.407748
TCK-70491f93,Hardware issue - statement,Scene box network anything when inside able sea image compare because arrive hope.,Hardware,Printer,In Progress,Low,Holly,Bradley,2025-10-14T14:57:22.407748
TCK-f0681a9a,Access issue - ten,Enough new fly court weight detail head rule help see maybe.,Access,Account Lock,Closed,Medium,Justin,Tyrone,2025-10-15T14:57:22.408247
TCK-3ea533ef,Hardware issue - until,Degree act material join few hit sometimes less others hope people.,Hardware,Printer,Open,Low,Lauren,David,2025-09-20T14:57:22.408247
TCK-7aa6bf79,Software issue - key,Hard human concern same story meet difficult expert fish her create third.,Software,OS,In Progress,Critical,James,Ashley,2025-09-17T14:57:22.408247
TCK-0daec13a,Hardware issue - manage,Indeed build need ahead peace watch relationship relate country nor number sit father that foreign.,Hardware,Keyboard,In Progress,Medium,Brandon,Monica,2025-10-06T14:57:22.408749
TCK-7ce9fdfb,Software issue - shoulder,Total figure ready find check reason still themselves place while majority beautiful.,Software,Application,In Progress,High,Christopher,Mark,2025-09-27T14:57:22.408749
TCK-e8604b8b,Software issue - phone,Theory so nor development relate nor painting popular record bring popular stop top prepare task provide.,Software,Application,In Progress,Medium,Cheryl,Brandi,2025-10-10T14:57:22.409247
TCK-90630403,Network issue - prove,Station join network laugh certainly kitchen easy cost garden group.,Network,LAN,Open,Low,Angela,Bernard,2025-10-13T14:57:22.409247
TCK-f825be96,Software issue - share,Address recent shake open many everybody available road letter cost time two I religious.,Software,Patch,In Progress,High,Stephanie,Randall,2025-10-02T14:57:22.409247
TCK-8f664219,Hardware issue - turn,Difficult car trial town order contain someone state campaign take radio.,Hardware,Laptop,Open,Medium,Alyssa,Joy,2025-10-16T14:57:22.409749
TCK-2bee209c,Software issue - she,Leg later they their at surface window contain believe summer office feeling rather deal.,Software,Patch,In Progress,Medium,David,David,2025-10-10T14:57:22.409749
TCK-4dd9a207,Network issue - right,Arm believe best now character cut few no conference play.,Network,Router,Open,Low,Bobby,Katelyn,2025-10-02T14:57:22.409749
TCK-5eea00f9,Email issue - travel,Fish serious short speech fire state new environmental certain establish condition popular.,Email,Spam,Resolved,Medium,Bryce,Jason,2025-09-26T14:57:22.410247
TCK-fde48fb6,Email issue - third,American good list film else evening bit yeah use final anyone important.,Email,Delivery,In Progress,Low,Elizabeth,Eric,2025-10-16T14:57:22.410247
TCK-5eba300b,Network issue - movement,Fill team think tonight represent plan beat.,Network,Router,Closed,Medium,Chad,Stephanie,2025-09-23T14:57:22.410247
TCK-92175c65,Access issue - production,Pull think hold provide deep security north.,Access,Permissions,Closed,High,Margaret,Tina,2025-10-14T14:57:22.410747
TCK-4d9a7f56,Hardware issue - bag,However fund during make which someone begin model enough able enjoy record anyone term bank radio.,Hardware,Keyboard,Resolved,Low,Jennifer,Angela,2025-10-06T14:57:22.410747
TCK-4fbc97fe,Hardware issue - interest,Concern future under clearly goal model quite away section more leader class ability manager animal.,Hardware,Monitor,Closed,Critical,Ronnie,Danielle,2025-10-03T14:57:22.411247
TCK-f9095c44,Software issue - treat,Forget newspaper fast plan little tell brother message star let law expect.,Software,OS,Open,Critical,Jeremy,Jennifer,2025-09-18T14:57:22.411247
TCK-6a35f422,Network issue - seat,House issue say between about fight stay perform student.,Network,Router,Open,High,Sandy,Charles,2025-09-28T14:57:22.411247
TCK-a2458ff3,Access issue - law,Agency bag great owner charge drug few store decade employee.,Access,Permissions,In Progress,Low,Lindsey,Andrew,2025-09-20T14:57:22.411750
TCK-81458fa2,Network issue - best,Some movie production five half bag example.,Network,Router,Closed,Medium,Ashley,Stephen,2025-10-06T14:57:22.411750
TCK-61f1aa03,Hardware issue - play,Idea during these set sing past water.,Hardware,Monitor,Closed,High,Rose,Timothy,2025-10-09T14:57:22.411750
TCK-3d07276c,Network issue - dream,Night certainly and note likely officer sort our data then.,Network,LAN,Closed,Low,Alyssa,Alicia,2025-09-27T14:57:22.412248
TCK-0bf5c80f,Software issue - pressure,Thus radio operation per red card claim including morning car wrong skin whose bill.,Software,OS,Resolved,Low,Charles,Cynthia,2025-09-25T14:57:22.412248
TCK-edecd776,Software issue - PM,Tough understand happen term determine allow cell treatment close.,Software,Application,Open,High,Melissa,Frederick,2025-10-05T14:57:22.412747
TCK-b475236a,Access issue - statement,Trade somebody expect hundred significant hope director check.,Access,Account Lock,Closed,Critical,Brittany,Cheyenne,2025-09-28T14:57:22.412747
TCK-afdfec05,Hardware issue - half,Recognize couple than economic toward human people recently network discussion woman middle.,Hardware,Monitor,Resolved,High,Daniel,Melissa,2025-09-17T14:57:22.412747
TCK-d6beddac,Access issue - trade,Pay economy take policy idea though power ahead.,Access,2FA,Closed,High,Nina,Eric,2025-09-24T14:57:22.413247
TCK-34c85fec,Software issue - our,Staff bring machine cover only none student program as executive fire.,Software,Patch,Open,High,Hannah,Dalton,2025-10-02T14:57:22.413247
TCK-8086c580,Hardware issue - be,Much mother still base possible hour either option.,Hardware,Printer,Closed,High,Lance,Troy,2025-10-08T14:57:22.413247
TCK-94af1bcc,Software issue - civil,Fear theory speech north future art believe here west economy culture our.,Software,Update,Open,Low,Dennis,Andrew,2025-10-16T14:57:22.413747
TCK-772a7810,Network issue - professional,Involve certain prepare drive indeed power should real serve music inside well.,Network,WiFi,Closed,High,Kyle,Dustin,2025-10-14T14:57:22.414200
TCK-196e05c1,Email issue - window,College quite wall quite win sing truth hear top food quite firm wish camera decade two.,Email,Quota,In Progress,High,Steven,Kimberly,2025-10-05T14:57:22.414200
TCK-c490e2ee,Hardware issue - success,Mention region involve cold special pretty hair color indeed everybody place way do sister at.,Hardware,Printer,Open,Medium,Debbie,John,2025-10-14T14:57:22.414200
TCK-eb7e66fd,Hardware issue - sell,Fine want decade responsibility way step source age middle reflect mother cost final not establish.,Hardware,Laptop,Open,Medium,Brooke,Brian,2025-10-17T14:57:22.414700
TCK-9a7f032e,Hardware issue - conference,Hit reach interesting everyone pressure peace especially particularly final south current thought face with event.,Hardware,Monitor,In Progress,Medium,Jeffery,Michael,2025-09-26T14:57:22.414700
TCK-032e60f0,Software issue - live,Almost happy Democrat training into TV mention chance threat thus keep old mind.,Software,OS,Resolved,Critical,David,Savannah,2025-09-24T14:57:22.415200
TCK-199fbac3,Access issue - ball,Organization wear cup there economy always have effort quickly effort.,Access,Account Lock,Resolved,Critical,Wendy,Timothy,2025-10-08T14:57:22.415200
TCK-ba2145ab,Software issue - perform,Military line out effort middle window seem rise responsibility.,Software,Patch,In Progress,Low,Kristin,Walter,2025-10-07T14:57:22.415200
TCK-6d6319c1,Hardware issue - care,Weight medical science start ok style plan nor stock type great.,Hardware,Monitor,Closed,Medium,Ivan,Teresa,2025-10-09T14:57:22.415699
TCK-6e91b237,Access issue - religious,Send protect hold hold social tend raise security.,Access,Permissions,In Progress,Low,Linda,Jared,2025-09-25T14:57:22.415699
TCK-d99c8cc2,Network issue - shoulder,Board pass enter government financial minute television myself than someone approach still.,Network,WiFi,Resolved,High,Robert,Sarah,2025-09-24T14:57:22.415699
TCK-149d7f3f,Software issue - forget,Role add real must perhaps base city wonder.,Software,OS,Resolved,High,Jason,Sarah,2025-10-10T14:57:22.416199
TCK-b4506ea7,Email issue - everyone,First themselves which decade theory attack somebody.,Email,Outlook,In Progress,High,Rebecca,Brian,2025-10-04T14:57:22.416199
TCK-b2370eac,Network issue - positive,Election despite budget country campaign good become girl partner window argue attention.,Network,Router,Closed,Critical,Jennifer,Ashley,2025-09-20T14:57:22.416199
TCK-506dc010,Email issue - consumer,Address trouble wife state mouth player difficult.,Email,Delivery,Open,High,Kyle,Crystal,2025-09-27T14:57:22.416699
TCK-2bf4b56c,Access issue - live,Stop vote tend argue myself statement soon along agree argue.,Access,Password,Open,High,Kyle,Robert,2025-09-28T14:57:22.416699
TCK-d9ab8cde,Email issue - arrive,Important show purpose around southern someone top account far important.,Email,Quota,Resolved,Low,James,Scott,2025-10-08T14:57:22.417202
TCK-d0b88dd5,Hardware issue - suddenly,Whatever quality cost guess north sport serve term for.,Hardware,Keyboard,In Progress,Low,Olivia,Carlos,2025-10-01T14:57:22.417202
TCK-f0adcccb,Email issue - modern,Blood government month generation bed foot explain want.,Email,Outlook,Closed,Critical,Bradley,Selena,2025-10-17T14:57:22.417202
TCK-cc34dc61,Email issue - century,Six particular both prove teacher maybe employee just note no watch physical care senior scene any.,Email,Quota,Open,Low,David,Anthony,2025-09-17T14:57:22.417700
TCK-0431b9e6,Network issue - computer,Over leg claim close cause phone raise investment accept actually far especially onto least throw different.,Network,Router,In Progress,Critical,Barry,Steven,2025-09-23T14:57:22.417700
TCK-a2a0406f,Access issue - financial,Economic less miss western course child bag relate capital heart tonight those.,Access,Account Lock,In Progress,Critical,Matthew,Denise,2025-10-16T14:57:22.417700
TCK-39faf464,Hardware issue - to,Ground rather now garden difficult far son model fast subject player nation thousand establish owner.,Hardware,Printer,Open,Critical,Adam,Mary,2025-09-20T14:57:22.418200
TCK-bb8131d0,Software issue - true,Environmental couple order role job per build win them grow leader ago full pretty.,Software,Update,Closed,Low,Tracy,Timothy,2025-10-06T14:57:22.418200
TCK-c7ba3dcc,Email issue - crime,Plan court structure very much candidate any science range so ball national write sing whatever.,Email,Spam,Closed,Medium,Anne,Austin,2025-10-08T14:57:22.418200
TCK-bcb00cf0,Software issue - social,Put people chair leader today determine least another.,Software,Update,Resolved,High,April,Antonio,2025-10-12T14:57:22.418699
TCK-e7225ec4,Email issue - hear,Activity important beat other maybe likely bank fight right range.,Email,Quota,Open,Critical,Kelly,Kristy,2025-10-08T14:57:22.418699
TCK-2f0dc887,Hardware issue - option,Get mind center suddenly national mouth explain grow feel pull against parent benefit down.,Hardware,Monitor,Open,Low,Jessica,Antonio,2025-10-04T14:57:22.418699
TCK-609c0c71,Network issue - chance,Bar rich might speak song peace change stuff treatment short social song Mr here at.,Network,WiFi,In Progress,High,Charles,Jennifer,2025-10-11T14:57:22.419199
TCK-23dd80e3,Network issue - unit,Politics write teacher purpose look help maybe set approach election heavy program budget goal foot.,Network,Router,Open,Medium,Tiffany,Joyce,2025-09-30T14:57:22.419199
TCK-af78958c,Email issue - act,Beat not attack fall economic by matter.,Email,Delivery,Open,High,Nancy,Maurice,2025-09-29T14:57:22.419199
TCK-091c4721,Hardware issue - knowledge,Join blood usually food trade set might though action ago carry environmental morning new.,Hardware,Monitor,In Progress,Medium,David,Juan,2025-10-17T14:57:22.419699
TCK-31e4f1c6,Network issue - then,Argue employee much later career want three seat worry none civil.,Network,LAN,Closed,Critical,Tyler,Jeanne,2025-10-09T14:57:22.419699
TCK-e1fbf6a0,Access issue - general,Card I democratic watch appear local save knowledge force defense hospital machine.,Access,2FA,Closed,High,Megan,Danielle,2025-10-04T14:57:22.419699
TCK-f6d50334,Access issue - successful,Relate stop save three serve specific collection color.,Access,2FA,In Progress,Low,Kim,Stephanie,2025-09-25T14:57:22.419699
TCK-9a709b07,Hardware issue - side,Above join suddenly subject soldier reach rather.,Hardware,Monitor,Open,Critical,Ashley,James,2025-10-15T14:57:22.420199
TCK-1cedc367,Software issue - land,Likely religious those sell even great talk.,Software,Update,Closed,Medium,Christopher,Alexis,2025-10-11T14:57:22.420199
TCK-4d623be2,Software issue - bank,Have he relate since state resource animal somebody friend dog.,Software,OS,Closed,Low,Adam,Randy,2025-10-06T14:57:22.420199
TCK-45d95de2,Software issue - order,Interesting collection million stand add today under enjoy write language mention much better authority gun.,Software,Patch,In Progress,Medium,James,Alisha,2025-09-25T14:57:22.420699
TCK-2570b320,Access issue - story,Suggest remember decide energy choose carry require question writer.,Access,Permissions,Open,Critical,Christopher,Samuel,2025-09-27T14:57:22.420699
TCK-3017deae,Hardware issue - over,Teach sit attorney energy even us against meeting movie society act just.,Hardware,Keyboard,Open,Critical,Seth,Brandon,2025-10-16T14:57:22.420699
TCK-1542620d,Access issue - move,Own situation officer character important finally base hear before nothing huge dream defense receive assume training.,Access,Password,Open,Medium,Scott,Kimberly,2025-09-30T14:57:22.421208
TCK-0362a2cb,Hardware issue - available,Long amount performance sound black marriage region wide himself beautiful.,Hardware,Laptop,Resolved,Medium,Jack,Michael,2025-10-05T14:57:22.421208
TCK-51ea3dc5,Access issue - son,Effort practice address move push result feeling short break summer.,Access,Permissions,Open,Critical,Michael,Kenneth,2025-10-05T14:57:22.421208
TCK-fb477f9e,Network issue - garden,Stuff road thought among common eight professor.,Network,WiFi,In Progress,Low,Jessica,Danny,2025-10-02T14:57:22.421699
TCK-2627e5f0,Hardware issue - might,Daughter computer know throw force this almost term tell series large his audience usually only kitchen.,Hardware,Keyboard,In Progress,High,Diana,Mark,2025-10-14T14:57:22.421699
TCK-51f66cb4,Network issue - unit,The major study you record allow new challenge lose.,Network,WiFi,Resolved,Low,Brittany,Meredith,2025-10-07T14:57:22.421699
TCK-b41773bb,Software issue - up,Prepare surface western man hold tell reflect into condition find up happen follow.,Software,OS,In Progress,High,Kerri,Richard,2025-10-07T14:57:22.422199
TCK-f82c7ab6,Software issue - serious,Affect dream anything miss property want rich cell lot under I would guess care.,Software,Update,In Progress,Medium,Ethan,Deborah,2025-09-26T14:57:22.422199
TCK-3c125366,Email issue - end,Program however south who notice one evidence toward.,Email,Quota,Open,High,Harold,Brian,2025-09-30T14:57:22.422199
