ticket_id,title,description,category,subcategory,status,priority,created_by,assigned_to,created_date
TCK-6d05574b,Network issue - firm,Above write difference college including station physical pick.,Network,VPN,Closed,Medium,Tracy,Dustin,2025-09-23T21:58:54.866847
TCK-a660e075,Network issue - business,Trip visit audience position major morning arm present feeling enter see road.,Network,LAN,Resolved,Low,George,Karl,2025-09-16T21:58:54.866847
TCK-d9ff4ee1,Software issue - order,Media world student reality debate point student thing impact such back order increase.,Software,Patch,Resolved,Critical,Jessica,Angela,2025-09-19T21:58:54.866847
TCK-96c5abf9,Network issue - speak,Mrs line later against voice deep section force economic where movie glass green since.,Network,LAN,Closed,Low,Tiffany,Nicole,2025-09-22T21:58:54.867348
TCK-3fe56b22,Network issue - remain,Republican different throughout case who across ground all vote sound tell stop.,Network,Router,Open,Low,Sarah,Peter,2025-10-09T21:58:54.867348
TCK-3aa4b571,Hardware issue - understand,Free style close through assume or piece bed fast painting sure state action fund system else.,Hardware,Laptop,Resolved,Critical,Scott,Cory,2025-09-22T21:58:54.867849
TCK-792584a5,Access issue - benefit,Respond including sell fill when itself phone always side team vote top.,Access,2FA,Closed,High,Patricia,Michelle,2025-10-07T21:58:54.867849
TCK-d3dd70c0,Email issue - prevent,Item boy practice huge even institution charge forget see.,Email,Outlook,Closed,Medium,Amanda,Natalie,2025-09-19T21:58:54.867849
TCK-ee53c0b3,Hardware issue - least,This wrong class hour air future everyone despite science another according right yes prevent great interest.,Hardware,Keyboard,Open,Critical,Melissa,Jessica,2025-10-14T21:58:54.868348
TCK-a5ae4663,Network issue - election,Hand leave let ever national truth lot offer off development artist analysis how entire some.,Network,Router,Resolved,Low,Jeffrey,Linda,2025-10-10T21:58:54.868348
TCK-bafbd598,Network issue - drop,Serve finish step treatment at capital movie.,Network,Router,Resolved,High,Brenda,Stephanie,2025-09-29T21:58:54.868348
TCK-29ada4ee,Software issue - area,Impact sit statement draw return subject yourself democratic bag whose talk anything.,Software,Update,Closed,Low,Christina,Carla,2025-10-02T21:58:54.868849
TCK-3de98f96,Network issue - she,Behind hand down power claim own debate design talk soldier high unit herself.,Network,LAN,Closed,Low,Scott,Jill,2025-10-14T21:58:54.868849
TCK-aa739e26,Software issue - national,Early see Republican sister movie able energy style opportunity lawyer foreign time fight myself might.,Software,Application,Closed,Critical,Zachary,James,2025-09-18T21:58:54.869347
TCK-8bbdf952,Software issue - none,Consumer even performance performance discover outside ground movement into skin even pattern main as.,Software,Patch,Closed,High,Gary,Donald,2025-10-02T21:58:54.869347
TCK-324a5c5b,Access issue - doctor,Various reach evidence away might different hard those.,Access,Account Lock,In Progress,Critical,Anita,Sarah,2025-10-16T21:58:54.869347
TCK-78b15e6b,Network issue - notice,Development also lawyer science member education every once outside throughout best process mouth lead federal create.,Network,LAN,Open,Medium,Jeffrey,Johnny,2025-09-28T21:58:54.869848
TCK-54eb5ac1,Email issue - save,Evidence current I actually most serious single rock interest.,Email,Delivery,Closed,Medium,Elizabeth,James,2025-09-26T21:58:54.869848
TCK-7ca161be,Access issue - sell,Perhaps board staff or travel outside from.,Access,Password,Open,Critical,Barry,Mary,2025-10-01T21:58:54.869848
TCK-4823f0f3,Network issue - music,Behavior decision decade election season safe stop in others college society voice green.,Network,LAN,Open,Low,Patricia,Patricia,2025-09-23T21:58:54.870347
TCK-42b7901d,Network issue - determine,Various Congress marriage senior single impact impact none sell their ask officer evidence thought hit.,Network,WiFi,Resolved,Medium,Margaret,Stephanie,2025-09-22T21:58:54.870347
TCK-a04f12bf,Hardware issue - eat,Short then pass professional hit house top grow center size prepare.,Hardware,Laptop,Resolved,Critical,Stephanie,Jessica,2025-09-21T21:58:54.870848
TCK-1681bb9b,Network issue - likely,Draw benefit response recent painting money billion would pick garden machine.,Network,Router,Closed,High,George,Sara,2025-10-05T21:58:54.870848
TCK-67c996b4,Software issue - big,Piece hear laugh system claim continue business family girl imagine voice point economy hair movement.,Software,OS,Resolved,Medium,Danielle,Joy,2025-10-13T21:58:54.870848
TCK-e19c5366,Access issue - character,Office star still market always own station important themselves well care voice again actually.,Access,Account Lock,Resolved,Low,Debbie,Joanna,2025-10-14T21:58:54.871347
TCK-4007be29,Email issue - my,Yet remember citizen discuss traditional hot open discover hundred key hit edge.,Email,Quota,In Progress,Medium,Jessica,Chris,2025-10-14T21:58:54.871347
TCK-f8e9e700,Email issue - hour,Sister information middle ask you site hear.,Email,Quota,Resolved,High,Daniel,Megan,2025-09-30T21:58:54.871347
TCK-8c7a01ae,Software issue - serve,Southern water crime food the should morning act lawyer born must join central.,Software,Application,Open,Medium,Michael,Teresa,2025-09-25T21:58:54.871848
TCK-8d1d36c3,Access issue - network,Again enter leg kind of forget character type collection director very ground effect win trade professor.,Access,Permissions,Open,Medium,Jared,Andrew,2025-10-10T21:58:54.871848
TCK-70c78406,Access issue - among,Think plan way area collection claim whether.,Access,Account Lock,In Progress,High,Emily,Stuart,2025-10-06T21:58:54.871848
TCK-0ce983ae,Access issue - improve,Clearly him listen of whose around successful this what.,Access,2FA,In Progress,Low,Larry,Peter,2025-09-22T21:58:54.872347
TCK-ffd7a18d,Email issue - occur,Wear away account available ready star break.,Email,Outlook,Open,Low,Brian,Robert,2025-10-14T21:58:54.872347
TCK-7768028a,Hardware issue - surface,Analysis enter difficult read present worry evening son suddenly pattern energy effort assume community than.,Hardware,Keyboard,Resolved,High,Sharon,Robert,2025-09-27T21:58:54.872347
TCK-2727e3b4,Network issue - seven,Finally hundred much add decision thought loss edge on language these relate.,Network,WiFi,Resolved,Critical,Shannon,Jason,2025-09-22T21:58:54.872848
TCK-33dc374b,Software issue - knowledge,Too dark agency soon any Mr painting western court example water into.,Software,OS,Open,High,Mary,John,2025-09-29T21:58:54.872848
TCK-2a94a42c,Access issue - skill,Foot others model page personal cover will game raise read tree loss game.,Access,2FA,Open,High,Lauren,Tyler,2025-10-08T21:58:54.872848
TCK-ccd71e23,Hardware issue - note,Short pattern whatever new beyond tell be article performance miss.,Hardware,Laptop,In Progress,Medium,Kayla,Angela,2025-10-16T21:58:54.873347
TCK-a21dd36c,Access issue - major,Six quite somebody thank information fear green hair west number evidence heart.,Access,Password,Open,Medium,Shane,Kathleen,2025-10-01T21:58:54.873347
TCK-cc28d829,Access issue - treatment,Serious every range its guess million name defense culture.,Access,2FA,Closed,High,Michael,Christine,2025-09-28T21:58:54.873347
TCK-787d9622,Email issue - be,Get energy now along party thus money cover instead employee front degree campaign cut heavy treatment.,Email,Spam,Closed,Critical,Steven,Bruce,2025-10-01T21:58:54.873847
TCK-fa547ccd,Software issue - rock,Authority situation well look thousand note crime early these beautiful position everybody something media.,Software,Patch,Closed,Critical,Michael,Lucas,2025-09-21T21:58:54.873847
TCK-98edea58,Network issue - yes,Left network choice radio keep investment all significant.,Network,WiFi,Open,Low,Susan,Tanya,2025-09-29T21:58:54.873847
TCK-6115f4ca,Hardware issue - evidence,Worry edge yourself that fund which do enter live.,Hardware,Laptop,Open,Critical,Steven,Paul,2025-10-10T21:58:54.874347
TCK-bace545c,Access issue - everybody,Should process most control another contain behavior sport explain position body wall woman season win.,Access,Permissions,In Progress,Medium,Felicia,Anthony,2025-10-13T21:58:54.874347
TCK-66fce1b7,Network issue - product,Relate I together establish difference ready just behavior writer.,Network,VPN,In Progress,Medium,Brad,Stephen,2025-09-23T21:58:54.874347
TCK-bdd46014,Email issue - no,Practice worker worry policy man box million could fire drop country including even account general.,Email,Quota,Open,Critical,Brett,Russell,2025-09-22T21:58:54.874846
TCK-5930f68d,Network issue - college,Ready material what film lawyer trial hit century respond how senior pretty manager let.,Network,Router,Resolved,Critical,Lindsey,Leah,2025-09-26T21:58:54.874846
TCK-d4312a69,Access issue - each,Find international style read you really up fund learn situation wait cell those.,Access,Account Lock,Closed,High,Sharon,Melvin,2025-09-26T21:58:54.874846
TCK-70b52fa0,Network issue - health,Number suggest reality catch level owner walk you approach.,Network,Router,Open,High,Willie,Lori,2025-09-18T21:58:54.875347
TCK-b15024fc,Hardware issue - might,Determine owner environmental likely serious letter course case trip if half beat investment ago.,Hardware,Printer,In Progress,High,Megan,Anita,2025-10-06T21:58:54.875347
TCK-63acd29d,Email issue - offer,Item conference generation though sister industry watch return member local operation yard buy.,Email,Quota,Closed,Low,David,Melissa,2025-10-04T21:58:54.875347
TCK-88209ea9,Software issue - close,Goal in ok foot marriage finish buy leader red remember shoulder bring glass.,Software,Patch,In Progress,Critical,William,Lisa,2025-09-18T21:58:54.875847
TCK-e91399d6,Network issue - research,Run sister team focus happen thousand suggest campaign class plant paper.,Network,VPN,Closed,High,Shane,Ronald,2025-09-17T21:58:54.875847
TCK-891352f9,Software issue - within,Opportunity friend figure nor fish skill doctor subject state road which.,Software,Patch,Open,Critical,Bryan,Brandon,2025-09-26T21:58:54.875847
TCK-bb2a1c3e,Hardware issue - situation,Site other travel story food concern want seek spend Mrs rock newspaper measure method.,Hardware,Laptop,Open,High,Brianna,Lisa,2025-09-20T21:58:54.876347
TCK-45174274,Network issue - room,Material need natural investment owner blue by type us film of through action bed shake film.,Network,WiFi,Resolved,Critical,Gregory,Dawn,2025-09-26T21:58:54.876347
TCK-90c1c248,Email issue - apply,Make quickly little else style visit yourself detail walk firm election help meeting yard special.,Email,Quota,Open,High,Gina,Andrew,2025-10-10T21:58:54.876347
TCK-d2916a78,Software issue - over,Music direction meet fine official food general thus industry.,Software,OS,In Progress,Low,Jessica,Ariel,2025-10-15T21:58:54.876847
TCK-84196a1f,Software issue - artist,Leave push suffer example bad hair federal light to.,Software,OS,In Progress,High,Jamie,Karen,2025-10-10T21:58:54.876847
TCK-01776dd2,Network issue - close,Official good maintain painting popular land without church test idea.,Network,LAN,Closed,Medium,Julie,Tammy,2025-10-01T21:58:54.876847
TCK-c947ca0b,Network issue - such,Recognize trouble book receive nice nice most century.,Network,LAN,Resolved,High,Holly,Amber,2025-09-23T21:58:54.877347
TCK-ca6853d2,Access issue - money,Church allow call tree image eight kitchen ever far assume.,Access,Password,Closed,Critical,Alison,Lindsey,2025-10-10T21:58:54.877347
TCK-3a5b324a,Access issue - water,Arm choose hope left reason line hotel above.,Access,Account Lock,Open,Critical,Tony,Danielle,2025-10-12T21:58:54.877347
TCK-bf06841b,Access issue - enjoy,Step air because magazine heart act current.,Access,2FA,Open,Critical,Cynthia,Kevin,2025-09-27T21:58:54.877848
TCK-294975c6,Software issue - pattern,Standard when seven or tend buy argue.,Software,OS,In Progress,Medium,Laurie,Crystal,2025-10-10T21:58:54.877848
TCK-ff562d38,Hardware issue - citizen,Create drop teacher movie might place we street lay fine.,Hardware,Keyboard,Open,Medium,Anthony,Brandy,2025-09-24T21:58:54.877848
TCK-e8b34a1b,Network issue - cell,Result teacher only court play word simply positive art.,Network,Router,In Progress,Critical,John,Alexander,2025-10-11T21:58:54.878347
TCK-b06abeca,Software issue - evidence,Dream own child approach later particular reveal through send us list space.,Software,OS,Open,Critical,Tammy,Johnathan,2025-09-28T21:58:54.878347
TCK-eccc56b9,Network issue - kind,Number force season everyone kind weight wonder single.,Network,Router,Open,Medium,Nicole,Stephanie,2025-09-16T21:58:54.878347
TCK-83aea4dc,Software issue - pull,Former large force station long direction space note.,Software,Patch,In Progress,Critical,Heather,Christine,2025-10-15T21:58:54.878347
TCK-58035d0d,Email issue - close,Turn top can medical concern guess lose every less page while.,Email,Quota,Closed,Medium,Christopher,Deborah,2025-09-26T21:58:54.878847
TCK-fcc97fb9,Hardware issue - garden,President stop vote authority to Mr wall spring drive exactly dark.,Hardware,Laptop,In Progress,Medium,Luis,Justin,2025-10-05T21:58:54.878847
TCK-e1db6e0d,Hardware issue - maybe,Accept require late point training thank to.,Hardware,Keyboard,Resolved,High,Allen,Alyssa,2025-09-20T21:58:54.878847
TCK-c50b9697,Access issue - study,While discussion outside because exist also within truth discover network first economic arrive lawyer model.,Access,2FA,Open,High,Richard,Joshua,2025-09-22T21:58:54.879347
TCK-7ca7e26f,Hardware issue - out,Knowledge prevent rather consumer girl believe remember account job across however resource.,Hardware,Printer,In Progress,High,Matthew,Cory,2025-10-07T21:58:54.879347
TCK-ed7f306a,Email issue - million,When Republican listen success whose medical paper have board court resource expect store.,Email,Quota,Open,Low,Jesse,Adam,2025-10-14T21:58:54.879347
TCK-65cc72b2,Software issue - marriage,Bar fill serve gun few fast man among factor alone put ready left show event.,Software,Patch,Closed,Low,Tamara,Megan,2025-10-09T21:58:54.879347
TCK-754e7ee1,Email issue - ten,Forget wall glass miss lead itself relationship fish end meeting.,Email,Spam,In Progress,Medium,Joshua,Bryce,2025-09-26T21:58:54.879847
TCK-b2461457,Access issue - until,Price direction method fight throughout then medical program money increase federal case sea.,Access,Password,Resolved,Critical,Daniel,Jeffrey,2025-09-21T21:58:54.879847
TCK-ac95a7b6,Access issue - officer,Quality lawyer religious which rise people can new.,Access,Account Lock,Open,Critical,Martha,Corey,2025-10-14T21:58:54.879847
TCK-79129ad1,Software issue - admit,Compare chair card show despite same peace.,Software,Application,Closed,High,Christina,Cynthia,2025-10-15T21:58:54.880347
TCK-5218ac5d,Email issue - option,Quite provide door note seem market apply individual support stock down pay possible let physical ability.,Email,Quota,Resolved,Medium,Lindsey,Garrett,2025-09-23T21:58:54.880347
TCK-d7a16f59,Network issue - raise,Read tend dinner administration issue work term weight author mouth.,Network,VPN,Resolved,Critical,Patricia,Megan,2025-09-28T21:58:54.880347
TCK-2c304a05,Access issue - involve,Long miss experience floor wait term even what check the be government.,Access,Account Lock,Resolved,Medium,Justin,Amy,2025-10-12T21:58:54.880847
TCK-3549451b,Access issue - evidence,Treat enough friend rule probably risk son senior admit purpose good.,Access,Permissions,Closed,Critical,Kevin,Russell,2025-09-18T21:58:54.880847
TCK-06615127,Email issue - contain,Teach cause only doctor policy fish room key such task become note sure upon name moment.,Email,Outlook,In Progress,High,Bradley,Roy,2025-09-16T21:58:54.880847
TCK-a1657398,Network issue - available,Read store positive inside painting far single.,Network,Router,Open,Medium,Caitlin,Kevin,2025-09-19T21:58:54.880847
TCK-218f6b17,Email issue - I,Service inside friend center free American police theory.,Email,Outlook,In Progress,Critical,Adam,Nathan,2025-09-18T21:58:54.881347
TCK-411e5f96,Access issue - themselves,Throughout region adult mention bed across simple.,Access,Account Lock,Open,High,George,Darryl,2025-10-01T21:58:54.881347
TCK-5c8e2ea9,Access issue - friend,Ago from them quite simply middle wrong travel step floor.,Access,2FA,Resolved,Medium,Brian,Evelyn,2025-09-27T21:58:54.881847
TCK-e368afe5,Software issue - reduce,Foot hospital bank early story establish later attorney kid themselves talk choice firm professional consumer analysis.,Software,Update,Resolved,High,Shannon,Heather,2025-10-12T21:58:54.881847
TCK-5708d734,Software issue - per,Agree notice left structure spring including toward movement choice act item cup soon front agree hard.,Software,Patch,Open,Medium,Emily,Anna,2025-09-24T21:58:54.881847
TCK-d2e2fd13,Email issue - near,Must arm against such wait establish what save church real teach protect often doctor.,Email,Outlook,Closed,Low,James,Michael,2025-09-30T21:58:54.881847
TCK-5e761c27,Access issue - reduce,Night manager collection challenge always exist sort impact authority friend new foot sort avoid father.,Access,2FA,Resolved,Low,Matthew,Gary,2025-10-04T21:58:54.882347
TCK-12c31c40,Network issue - wife,Rock production war blood certainly yourself price likely most rate.,Network,LAN,Open,High,Philip,William,2025-10-06T21:58:54.882347
TCK-58ebbaef,Access issue - beat,Whether agency start quite might either course despite very environmental whom story blood boy best window.,Access,2FA,Open,High,Craig,Christina,2025-09-29T21:58:54.882347
TCK-3ed08d1b,Hardware issue - south,Quickly show light per discover agreement under result ground plant after partner word career.,Hardware,Keyboard,Closed,Medium,Daniel,Michael,2025-10-03T21:58:54.882847
TCK-82d2fa83,Hardware issue - late,Study recently control however example economic begin lose later seem specific spend.,Hardware,Keyboard,In Progress,Medium,Ryan,Henry,2025-09-19T21:58:54.882847
TCK-bb6b3d2e,Network issue - rise,Election someone hand officer place need century thousand message spring test perhaps herself.,Network,LAN,Closed,High,Kelsey,Shannon,2025-09-16T21:58:54.882847
TCK-ffa80433,Hardware issue - than,Country natural any never attention issue left building do seem say main.,Hardware,Laptop,Open,High,Kim,Cassandra,2025-10-07T21:58:54.882847
TCK-fbe6ef71,Software issue - seven,Activity citizen Republican dark according either situation around environmental quite business actually.,Software,OS,Closed,Medium,Gary,Willie,2025-09-28T21:58:54.883347
TCK-f1c17fab,Email issue - take,Marriage hotel accept international simple financial give.,Email,Quota,In Progress,Critical,Jacob,Johnny,2025-10-08T21:58:54.883347
TCK-33546982,Network issue - enjoy,Half month phone sign room be weight phone.,Network,VPN,In Progress,Critical,Andrea,Shannon,2025-10-14T21:58:54.883347
TCK-419e055d,Network issue - life,Party if specific option pass nation good building evening professor will room official.,Network,LAN,Open,High,Jonathan,Anthony,2025-09-19T21:58:54.883847
TCK-7912d4d6,Access issue - attack,Apply add actually they wrong move push.,Access,2FA,In Progress,High,Brad,Erica,2025-09-24T21:58:54.883847
TCK-d4f9de85,Software issue - arrive,Science through time guess exactly try participant now with no company health full hit.,Software,Update,Closed,Low,Courtney,John,2025-10-01T21:58:54.883847
TCK-a9d583e1,Hardware issue - business,Above knowledge system training indicate director similar science court statement.,Hardware,Printer,In Progress,Medium,Heather,Sheena,2025-10-04T21:58:54.883847
TCK-c7c141f2,Email issue - travel,Condition recently plan low at unit nature clearly successful sell reach once even.,Email,Delivery,Resolved,High,Christopher,Donna,2025-10-12T21:58:54.884347
TCK-c9c99882,Network issue - education,Issue as society policy open general road good better their even stuff adult approach thought.,Network,WiFi,Closed,Critical,Mariah,Lisa,2025-10-01T21:58:54.884347
TCK-0f829a5c,Access issue - this,There get civil job somebody yard line.,Access,Account Lock,Resolved,Low,Veronica,Kimberly,2025-10-07T21:58:54.884347
TCK-603aa087,Network issue - short,Rather listen half especially ahead certainly film.,Network,Router,Closed,High,David,Bradley,2025-09-19T21:58:54.884846
TCK-6ff2aba7,Email issue - outside,City large though visit on often subject just range next add our.,Email,Delivery,Open,High,Austin,Chad,2025-10-03T21:58:54.884846
TCK-1cf4b691,Network issue - bring,Bill table somebody claim rich bit exist yourself create government store believe strategy daughter vote prepare.,Network,WiFi,Open,High,Robert,Garrett,2025-09-20T21:58:54.884846
TCK-1c8a19d7,Email issue - before,Relationship herself traditional interesting professor group board item environmental quickly game season American.,Email,Spam,Closed,Medium,Angela,Ronnie,2025-10-15T21:58:54.884846
TCK-99be2c06,Network issue - or,Become generation could clearly expect measure audience compare generation culture guy since.,Network,LAN,Open,Low,Valerie,Jeffery,2025-10-04T21:58:54.885347
TCK-f38c09a7,Network issue - deal,Wide down most what second include yourself become true trade prepare see sit.,Network,Router,Closed,Critical,Brian,Scott,2025-10-12T21:58:54.885347
TCK-e3dccd71,Network issue - wear,Will movement various system later only exist establish.,Network,Router,Open,Low,Leah,Brandi,2025-10-06T21:58:54.885347
TCK-5d891242,Email issue - away,Project reason only traditional term view newspaper maybe easy after marriage commercial.,Email,Outlook,Resolved,Critical,Sarah,Sharon,2025-09-28T21:58:54.885347
TCK-02cabdab,Email issue - worker,Drive industry rock here child area work against scene child life.,Email,Spam,In Progress,Critical,Jeremy,Kathryn,2025-10-16T21:58:54.885847
TCK-3ed83b11,Email issue - paper,Clear trade defense toward service defense southern culture good.,Email,Quota,Closed,Medium,Diana,James,2025-09-16T21:58:54.885847
TCK-e9bbec90,Software issue - professional,Agent we kid character difference should free catch system chair social necessary much.,Software,Patch,Open,Medium,Janice,Nicholas,2025-09-27T21:58:54.885847
TCK-6d60f36d,Software issue - under,Upon poor anyone cell would race property role her important shake college participant very.,Software,Application,Resolved,High,Lawrence,Michael,2025-09-19T21:58:54.886347
TCK-48cd3c88,Access issue - career,Require section expect activity well hotel reflect claim office which.,Access,Account Lock,Open,Critical,Dalton,Kristina,2025-09-19T21:58:54.886347
TCK-c4012ed6,Access issue - the,Director upon need mouth key low scientist between have.,Access,Permissions,In Progress,High,Timothy,Michelle,2025-09-23T21:58:54.886347
TCK-f5e65c6b,Network issue - lead,Gas car focus drive same lawyer expect cut hot instead until always not country together.,Network,WiFi,Resolved,High,Eric,Amy,2025-10-08T21:58:54.886347
TCK-2c789b68,Network issue - sea,Sure result improve later check tend authority continue push group answer inside.,Network,VPN,Open,High,Kevin,Victoria,2025-10-06T21:58:54.886848
TCK-7796feac,Access issue - interest,Blue impact well tree story yet put conference but choose also mouth feel another act.,Access,Account Lock,Closed,High,Richard,Matthew,2025-10-15T21:58:54.886848
TCK-2e2929dc,Software issue - single,Study pattern anything audience expect stuff painting few year keep.,Software,Application,Resolved,Critical,Kathleen,Kyle,2025-10-02T21:58:54.886848
TCK-193da487,Access issue - sit,Various indicate interview decide drug pay our financial nearly to.,Access,Password,In Progress,High,Timothy,Joshua,2025-10-04T21:58:54.887347
TCK-c19a6c04,Hardware issue - where,Toward dark might rest policy agreement goal.,Hardware,Keyboard,Open,Critical,Joanna,Scott,2025-09-29T21:58:54.887347
TCK-ef5c530d,Software issue - four,Movement to above those admit perform training maintain management generation fight sound.,Software,OS,In Progress,Medium,Molly,Sue,2025-09-29T21:58:54.887347
TCK-2962c3ab,Network issue - between,Now fire mouth prepare tough yes out model necessary someone.,Network,Router,Open,High,Maria,Dorothy,2025-10-09T21:58:54.887347
TCK-7d4acc63,Network issue - total,Food administration including onto after necessary but remember.,Network,LAN,Closed,Low,Thomas,Lee,2025-09-19T21:58:54.887847
TCK-10c7c6ef,Email issue - strategy,Lose describe sound dog floor main institution.,Email,Quota,Open,Critical,Melissa,David,2025-09-26T21:58:54.887847
TCK-c6807ddd,Network issue - third,Green entire international not couple magazine budget best.,Network,VPN,Open,Low,Brittany,Eric,2025-10-04T21:58:54.887847
TCK-1b002acf,Hardware issue - eat,Above ask simple us fight Congress democratic though area.,Hardware,Keyboard,Closed,Low,Michelle,Pamela,2025-09-26T21:58:54.888348
TCK-272aecfe,Software issue - machine,After wear hard affect evidence decision these great actually century this explain.,Software,Patch,Resolved,Medium,Charles,Robin,2025-09-30T21:58:54.888348
TCK-9236ffc2,Email issue - against,Lead official watch book evidence fear tough change total.,Email,Quota,Closed,Critical,Jeffrey,Sean,2025-10-14T21:58:54.888348
TCK-635a0d77,Software issue - the,Join east student ok husband bill action field give.,Software,Application,Resolved,Critical,Todd,Antonio,2025-09-26T21:58:54.888348
TCK-88b7a13e,Hardware issue - indicate,Prevent future himself by drive generation American main old summer media onto.,Hardware,Keyboard,Resolved,High,Cheryl,Molly,2025-10-14T21:58:54.888847
TCK-579cc056,Email issue - there,Issue low student main ask pressure into result.,Email,Spam,Open,High,Richard,Suzanne,2025-09-17T21:58:54.888847
TCK-c9f9265d,Access issue - choose,Including everything mean within hand daughter home and play discussion less type give quality gun.,Access,Account Lock,Closed,Medium,Pamela,Julie,2025-10-01T21:58:54.888847
TCK-93dfb7e1,Access issue - think,Watch detail bed force remember but certain.,Access,Account Lock,In Progress,Low,Michael,Jennifer,2025-09-20T21:58:54.889349
TCK-7669b814,Software issue - thousand,I arm he sing here catch speak letter simply rest national dog once other day.,Software,Update,In Progress,Critical,Cindy,Danielle,2025-09-16T21:58:54.889349
TCK-02a89f84,Hardware issue - fire,Create billion level claim style window ever happy.,Hardware,Printer,In Progress,Medium,Christine,Kelly,2025-10-09T21:58:54.889349
TCK-1f4d07d6,Hardware issue - painting,Country whether memory play black myself election against.,Hardware,Laptop,Closed,Low,Charles,Michael,2025-10-12T21:58:54.889349
TCK-65e00ba1,Network issue - strategy,Answer news evidence beyond help your method sign.,Network,WiFi,Resolved,High,Frank,Jessica,2025-09-20T21:58:54.889847
TCK-b4248a8a,Software issue - specific,List behind bank purpose common free across ball adult general wide yeah.,Software,Patch,Resolved,Critical,Katelyn,Michael,2025-09-26T21:58:54.889847
TCK-7f72b814,Network issue - soldier,Reality everyone design news close our nor necessary free law despite area what time whatever option.,Network,LAN,In Progress,High,Michael,Shane,2025-09-26T21:58:54.889847
TCK-628a1e0b,Access issue - away,Eight fish pay military enter reality answer daughter during fast much expect ready.,Access,2FA,Resolved,Critical,Michelle,Kathleen,2025-10-15T21:58:54.890347
TCK-f9e7c70b,Email issue - expert,Several support pull interview play agency outside.,Email,Delivery,Closed,High,David,John,2025-10-16T21:58:54.890347
TCK-c065b4f1,Network issue - turn,Agreement explain choice memory he staff step lay himself program imagine wind wind hold box yard.,Network,VPN,Resolved,Medium,Sean,Justin,2025-09-22T21:58:54.890347
TCK-6dbb7d30,Access issue - question,Executive if form thing appear strategy should majority director authority draw before between among consider.,Access,2FA,Closed,Medium,Rhonda,Robert,2025-09-21T21:58:54.890347
TCK-d579a193,Hardware issue - drug,Prove book international item we tell under to line join discover.,Hardware,Keyboard,Resolved,Critical,Karla,Christina,2025-09-27T21:58:54.890847
TCK-a2dada0b,Hardware issue - who,Their each meet want live group southern heart drive develop building.,Hardware,Keyboard,Closed,Critical,Amanda,Michael,2025-10-04T21:58:54.890847
TCK-89e54df2,Software issue - blood,War determine rather this value need hit beautiful determine natural play.,Software,OS,Resolved,Low,Lisa,Cynthia,2025-10-02T21:58:54.890847
TCK-879d41be,Hardware issue - store,Country common political opportunity whether less animal Mrs argue despite.,Hardware,Keyboard,Resolved,Medium,David,Angie,2025-10-10T21:58:54.891349
TCK-a01eff57,Hardware issue - detail,Mention man that amount month billion list friend exactly prove political theory show.,Hardware,Laptop,Resolved,High,Michael,Richard,2025-10-02T21:58:54.891349
TCK-186c2115,Software issue - program,Adult food information million people available music dinner house.,Software,Application,In Progress,High,Jessica,Vincent,2025-10-07T21:58:54.891349
TCK-2c131c57,Network issue - fast,Surface standard development individual mention weight western dog national building.,Network,LAN,Resolved,Low,John,Brandon,2025-10-16T21:58:54.891849
TCK-56aa23de,Email issue - learn,Serve visit for moment will listen method action personal organization travel indicate seem walk such.,Email,Outlook,Closed,High,Julia,Paul,2025-10-13T21:58:54.891849
TCK-ffccbea6,Access issue - between,Leg into actually natural so scene whose attack.,Access,Permissions,In Progress,Critical,Kristy,Michael,2025-09-29T21:58:54.891849
TCK-1eed69ae,Hardware issue - information,Agree reveal would visit hundred standard word.,Hardware,Keyboard,Closed,Critical,Brittany,Adam,2025-09-21T21:58:54.891849
TCK-26ed20bb,Software issue - option,Spend full wife reveal set law scientist hospital business dog what.,Software,Application,Open,Medium,Heather,Joshua,2025-09-20T21:58:54.892348
TCK-05f8e4b3,Access issue - among,Store find six compare home event maintain food subject someone effect analysis work report ever place.,Access,2FA,Resolved,High,Kelly,Daniel,2025-10-16T21:58:54.892348
TCK-89892792,Email issue - administration,Parent around behind building for real agree event.,Email,Delivery,In Progress,Critical,Alexander,Jennifer,2025-10-04T21:58:54.892348
TCK-5268a869,Software issue - operation,Positive tonight should woman character ask degree suggest gas support board miss lose.,Software,Patch,Closed,Critical,William,Carly,2025-09-16T21:58:54.892847
TCK-896527ce,Email issue - can,Like source certain side theory industry including probably shoulder fact subject need against.,Email,Outlook,In Progress,Critical,Marilyn,Kelly,2025-10-04T21:58:54.892847
TCK-6a798131,Email issue - within,Tonight short choice return point message stand should after base activity network make.,Email,Delivery,Closed,Low,Danny,Christina,2025-10-09T21:58:54.892847
TCK-4eca6a7f,Email issue - white,Weight important certainly PM affect prove hard citizen seem.,Email,Outlook,Resolved,Medium,Sara,James,2025-09-30T21:58:54.893349
TCK-4305f0ed,Hardware issue - according,Relate start my keep field not page bar by rate effort billion of power.,Hardware,Printer,Resolved,Low,Cole,Michael,2025-09-28T21:58:54.893349
TCK-66c481dd,Access issue - design,Benefit over stand enter through oil teacher glass above interesting so resource.,Access,Account Lock,Resolved,Low,Robert,Leah,2025-10-11T21:58:54.893349
TCK-07fc8b72,Software issue - several,Plant hit young room see against generation may trouble admit discussion remember political into available.,Software,OS,Closed,Critical,Teresa,Mark,2025-10-05T21:58:54.893847
